month,creator,ad_date,content_name,product,platform,reach,impressions,spend_thb,purchases,revenue_thb,roas,cpm_thb,cpa_thb,clicks,ctr,v2s,v6s,ad_variants,hit_roas
Feb26,หมิว,2025-11-27,พกไว้อ่าน ในวันที่ไม่ไหว : Tried,All Product,Meta,11321,13712,622.55,1.0,359.0,0.58,45.4,622.55,,,,,4,ไม่ผ่าน
Feb26,หมิว,2025-12-12,เปิดตัว E-Book เล่มใหม่ : Remains,All Product,Meta,8805,13002,778.31,1.0,359.0,0.46,59.86,778.31,,,,,4,ไม่ผ่าน
Feb26,หมิว,2026-01-16,ของขวัญตอนรับปีใหม่ 2026,The Witches' Club,Meta,4727,6909,337.8,1.0,239.0,0.71,48.89,337.8,,,,,1,ไม่ผ่าน
Feb26,หมิว,2026-01-16,พรุ่งนี้กับความตาย,Ghostly Remains,Meta,4815,6585,301.61,1.0,749.0,2.48,45.8,301.61,,,,,1,ไม่ผ่าน
Feb26,หมิว,2026-01-16,สิ่งที่ได้เรียนรู้ในปีนี้,Ghostly Brews,Meta,106,117,6.04,0.0,0.0,0.0,51.62,,,,,,1,ไม่มียอดขาย
Feb26,หมิว,2026-01-16,หนังสือเข้าชิงรางวัล,Ghostly Brews,Meta,3376,4196,213.17,0.0,0.0,0.0,50.8,,,,,,1,ไม่มียอดขาย
Feb26,หมิว,2026-01-19,หนังสือจากแพทย์,กับดักความรู้สึกผิด,Meta,41059,168700,9736.47,28.0,13650.0,1.4,57.71,347.73,,,,,7,ไม่ผ่าน
Feb26,หมิว,2026-01-19,เปิดตัวเล่มใหม่กับดัก,กับดักความรู้สึกผิด,Meta,276569,540224,27129.55,102.0,43518.0,1.6,50.22,265.98,,,,,14,ไม่ผ่าน
Feb26,หมิว,2026-01-20,ฉบับลายเซ็นกลับมาอีกครั้ง,The Witches' Club,Meta,14194,25304,3286.47,8.0,3678.0,1.12,129.88,410.81,,,,,6,ไม่ผ่าน
Feb26,หมิว,2026-01-26,กลับมาย้ำให้ช้ำใจกว่าเดิม,Ghostly Remains,Meta,14095,22501,933.74,3.0,1787.0,1.91,41.5,311.25,,,,,2,ไม่ผ่าน
Feb26,หมิว,2026-01-28,เปิดตัวเล่มใหม่,กับดักความรู้สึกผิด,Meta,6462,18947,510.68,0.0,0.0,0.0,26.95,,,,,,1,ไม่มียอดขาย
Feb26,หมิว,2026-01-29,โทษตัวเองเก่ง,กับดักความรู้สึกผิด,Meta,171703,367809,25034.92,97.0,49880.0,1.99,68.07,258.09,,,,,20,ไม่ผ่าน
Feb26,หมิว,2026-01-30,4 ประโยคแสนจุกอก,Ghostly Brews,Meta,8309,10966,575.3,1.0,379.0,0.66,52.46,575.3,,,,,1,ไม่ผ่าน
Feb26,หมิว,2026-02-03,5 ลักษณะของคนที่,กับดักความรู้สึกผิด,Meta,4320,6331,1064.15,1.0,409.0,0.38,168.09,1064.15,,,,,1,ไม่ผ่าน
Feb26,หมิว,2026-02-03,คะแนน9/10,กับดักความรู้สึกผิด,Meta,5009,6724,549.84,1.0,399.0,0.73,81.77,549.84,,,,,1,ไม่ผ่าน
Feb26,หมิว,2026-02-03,คำนี้เขียนว่าอะไร,All Product,Meta,10317,14850,907.53,2.0,718.0,0.79,61.11,453.76,,,,,2,ไม่ผ่าน
Feb26,หมิว,2026-02-03,พรรคก่อนก็ได้นะวันนี้,เหนื่อยมากไหม พักก่อนก็ได้นะ,Meta,5103,5970,508.35,0.0,0.0,0.0,85.15,,,,,,1,ไม่มียอดขาย
Feb26,หมิว,2026-02-03,อากาศดีขึ้นแล้ว,เหนื่อยมากไหม พักก่อนก็ได้นะ,Meta,4365,5970,567.14,1.0,559.0,0.99,95.0,567.14,,,,,1,ไม่ผ่าน
Feb26,หมิว,2026-02-03,เคยรู้สึกว่ามูฟออนได้,กับดักความรู้สึกผิด,Meta,6277,10227,1222.07,3.0,1668.0,1.36,119.49,407.36,,,,,1,ไม่ผ่าน
Feb26,หมิว,2026-02-03,เปิดตัว E-Book เล่มใหม่ : Trap,All Product,Meta,18234,43718,3103.84,14.0,5376.0,1.73,71.0,221.7,,,,,2,ไม่ผ่าน
Feb26,หมิว,2026-02-04,8 ชั่วโมงบนเครื่องบิน,Engage,Meta,6555,8089,317.16,0.0,0.0,0.0,39.21,,,,,,1,ไม่มียอดขาย
Feb26,หมิว,2026-02-04,Top 10 January,Engage,Meta,34176,56842,1218.03,1.0,409.0,0.34,21.43,1218.03,,,,,1,ไม่ผ่าน
Feb26,หมิว,2026-02-05,ถ้าวันหนึ่ง แฟนเก่าทักมาว่า,Devillove,Meta,3721,5151,310.95,0.0,0.0,0.0,60.37,,,,,,1,ไม่มียอดขาย
Feb26,หมิว,2026-02-05,ส่งประโยคนี้ไปให้คนที่,Ghostly Brews,Meta,10872,16127,737.59,2.0,1158.0,1.57,45.74,368.8,,,,,1,ไม่ผ่าน
Feb26,หมิว,2026-02-05,อยากบอกอะไร ?,Devillove,Meta,2128,2874,314.99,0.0,0.0,0.0,109.6,,,,,,1,ไม่มียอดขาย
Feb26,หมิว,2026-02-06,ห้ามพลาดหนังสือฉบับลายเซ็น,กับดักความรู้สึกผิด,Meta,41190,101893,8952.92,32.0,17265.0,1.93,87.87,279.78,,,,,3,ไม่ผ่าน
Feb26,หมิว,2026-02-06,แด่ทุกความสัมพันธ์ในหัวใจ,Garden,Meta,7132,10025,276.29,1.0,440.0,1.59,27.56,276.29,,,,,1,ไม่ผ่าน
Feb26,หมิว,2026-02-09,มนุษย์ที่เป็นคนดี,กับดักความรู้สึกผิด,Meta,49541,67689,3218.37,11.0,5430.0,1.69,47.55,292.58,,,,,1,ไม่ผ่าน
Feb26,หมิว,2026-02-09,รอยยิ้มซ่อนความเศร้า,กับดักความรู้สึกผิด,Meta,2307,3104,540.12,0.0,0.0,0.0,174.01,,,,,,1,ไม่มียอดขาย
Feb26,หมิว,2026-02-10,เกิดวันนี้ ท่องคาถา ไหนดี,The Witches' Club,Meta,73759,94713,255.4,0.0,0.0,0.0,2.7,,,,,,1,ไม่มียอดขาย
Feb26,หมิว,2026-02-12,2 หนังสือเล่มดำ ขายดี,Ghostly Brews,Meta,2317,4887,360.59,0.0,0.0,0.0,73.79,,,,,,1,ไม่มียอดขาย
Feb26,หมิว,2026-02-12,BEST OF THE YEAR,Ghostly Brews,Meta,791,905,112.93,0.0,0.0,0.0,124.78,,,,,,1,ไม่มียอดขาย
Feb26,หมิว,2026-02-12,บางคนตายไป,Ghostly Brews,Meta,7077,10126,548.23,1.0,409.0,0.75,54.14,548.23,,,,,1,ไม่ผ่าน
Feb26,หมิว,2026-02-13,บทเรียนจากหมอทานตะวัน,กับดักความรู้สึกผิด,Meta,27111,45006,3863.48,15.0,6760.0,1.75,85.84,257.57,,,,,1,ไม่ผ่าน
Feb26,หมิว,2026-02-16,มนุษย์ที่เป็นคนดีมักมี,กับดักความรู้สึกผิด,Meta,3934,5582,880.12,1.0,409.0,0.46,157.67,880.12,,,,,1,ไม่ผ่าน
Feb26,หมิว,2026-02-19,ทำไมเราใจดีกับคนอื่น,Ghostly Brews,Meta,7056,10134,738.8,1.0,529.0,0.72,72.9,738.8,,,,,2,ไม่ผ่าน
Feb26,หมิว,2026-02-20,เรื่องบางเรื่องในชีวิต,Ghostly Remains,Meta,12531,17425,959.26,0.0,0.0,0.0,55.05,,,,,,2,ไม่มียอดขาย
Feb26,หมิว,2026-02-21,คุณยังคิดถึงเขา,Ghostly Brews,Meta,5238,7496,486.24,1.0,359.0,0.74,64.87,486.24,,,,,1,ไม่ผ่าน
Feb26,หมิว,2026-02-21,รีสต็อก 50 เล่ม 359.-,Ghostly Remains,Meta,2399,4187,374.91,0.0,0.0,0.0,89.54,,,,,,1,ไม่มียอดขาย
Feb26,หมิว,2026-02-25,Q&A พบหมอทานตะวัน,กับดักความรู้สึกผิด,Meta,2743,3497,193.82,0.0,0.0,0.0,55.42,,,,,,2,ไม่มียอดขาย
Feb26,หมิว,2026-02-26,PAYDAY Shopee,กับดักความรู้สึกผิด,Meta,65584,70433,999.19,0.0,0.0,0.0,14.19,,,,,,1,ไม่มียอดขาย
Feb26,หมิว,2026-02-27,Boxset เปลี่ยนความทุกข์,The Witches' Club,Meta,1718,2389,258.02,0.0,0.0,0.0,108.0,,,,,,1,ไม่มียอดขาย
Feb26,หมิว,2026-02-27,คุณแบกอดีตไว้,Ghostly Brews,Meta,2973,4394,316.95,1.0,359.0,1.13,72.13,316.95,,,,,1,ไม่ผ่าน
Feb26,หมิว,2026-02-27,ดูเหมือนเธอมีบางสิ่ง,Ghostly Remains,Meta,3109,4958,340.08,1.0,659.0,1.94,68.59,340.08,,,,,1,ไม่ผ่าน
